dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,5,66.77,297.199,0.291083
glove-100-angular_100k,10,78.4,571.234,0.554303
glove-100-angular_100k,20,87.96,1086.13,1.06466
glove-100-angular_100k,30,92.55,1577.49,1.54303
glove-100-angular_100k,40,95.24,2034.17,1.99314
glove-100-angular_100k,50,97.1,2464.72,2.41617
glove-100-angular_100k,60,98.32,2880.63,2.82226
glove-100-angular_100k,70,98.99,3261.27,3.19258
glove-100-angular_100k,80,99.46,3617.89,3.54015
glove-100-angular_100k,90,99.69,3951.25,3.86631
glove-200-angular_100k,5,53.72,1484.54,1.45047
glove-200-angular_100k,10,73.37,2797.98,2.74677
glove-200-angular_100k,20,90.96,5022.3,4.93541
glove-200-angular_100k,30,97.5,6660.46,6.55231
glove-200-angular_100k,40,99.59,7649.83,7.52115
glove-200-angular_10k,5,58.26,265.974,0.249589
glove-200-angular_10k,10,84.07,461.684,0.441194
glove-200-angular_10k,20,99.66,718.356,0.694362
glove-200-angular_10k,5,58.26,267.583,0.249503
glove-200-angular_10k,10,84.07,463.009,0.440856
glove-200-angular_10k,20,99.66,715.705,0.693445
glove-200-angular_1k,5,91.16,98.9605,0.0830755
glove-200-angular_1k,10,99.97,112.05,0.0957493
glove-25-angular_100k,5,79.59,67.1787,0.0622715
glove-25-angular_100k,10,90.23,116.832,0.114829
glove-25-angular_100k,20,96.24,214.934,0.206477
glove-25-angular_100k,30,98.17,310.289,0.291587
glove-25-angular_100k,40,98.9,393.654,0.370512
glove-25-angular_100k,50,99.3,473.865,0.445987
glove-25-angular_100k,60,99.53,551.011,0.518878
glove-50-angular_100k,5,74.52,155.614,0.149928
glove-50-angular_100k,10,85.15,292.738,0.281376
glove-50-angular_100k,20,92.94,542.828,0.52509
glove-50-angular_100k,30,96.21,771.891,0.748176
glove-50-angular_100k,40,97.79,980.51,0.952925
glove-50-angular_100k,50,98.59,1175.03,1.1405
glove-50-angular_100k,60,98.94,1351.1,1.31167
glove-50-angular_100k,70,99.29,1519.65,1.47506
glove-50-angular_100k,80,99.56,1670.81,1.62255
glove-200-angular,5,38.84,1764.28,1.65485
glove-200-angular,10,49.31,3346.05,3.20166
glove-200-angular,20,62.92,6300.99,6.16427
glove-200-angular,30,71.49,9143.49,8.99449
glove-200-angular,40,78.07,11918.5,11.7464
glove-200-angular,50,82.71,14632.8,14.4388
glove-200-angular,60,86.05,17450.9,17.8531
glove-200-angular,70,89.0,19624.6,19.193
glove-200-angular,80,91.01,22127.7,21.6379
glove-200-angular,90,92.8,24425.1,23.8862
glove-200-angular,100,94.36,26716.2,26.1336
glove-200-angular,110,95.95,28951.7,28.335
glove-200-angular,120,96.97,31115.1,30.4351
glove-200-angular,130,97.95,33281.0,32.5541
glove-200-angular,140,98.46,35334.1,34.5715
glove-200-angular,150,98.94,37312.4,36.5024
glove-200-angular,160,99.29,39256.3,38.3958
glove-200-angular,170,99.5,41064.1,40.1665
